Country,Year,Value
Czechia,2020,15.2
Czechia,2021,16
Denmark,2010,20.6
Denmark,2011,21.7
Denmark,2012,20.7
Denmark,2013,20.8
Denmark,2014,20.4
Denmark,2015,20.5
Denmark,2016,20.6
Denmark,2017,19.7
Denmark,2018,19.2
Denmark,2019,18.9
Denmark,2020,17.5
Denmark,2021,17.6
Finland,2010,21
Finland,2011,23.2
Finland,2012,22.6
Finland,2013,21.4
Finland,2014,20.9
Finland,2015,20
Finland,2016,19.4
Finland,2017,17.6
Finland,2018,17.5
Finland,2019,16.8
Finland,2020,13.8
Finland,2021,13.2
France,2010,29.3
France,2011,29.2
France,2012,30.1
France,2013,30.2
France,2014,29.2
France,2015,29.7
France,2016,29.6
France,2017,28.5
France,2018,29.7
France,2019,30.2
France,2020,25.3
France,2021,26.5
Greece,2010,39.3
Greece,2011,37
Greece,2012,33.3
Greece,2013,34.1
Greece,2014,34.6
Greece,2015,38.5
Greece,2016,40.6
Greece,2017,34.2
Greece,2018,37.9
Greece,2019,39.6
Greece,2020,33.1
Greece,2021,28.1
Greece,2022,27.5
Hungary,2010,16.2
Hungary,2011,16.1
Hungary,2012,15.3
Hungary,2013,15.8
Hungary,2014,16.5
Hungary,2015,17.2
Hungary,2016,15.7
Hungary,2017,15.9
Hungary,2018,16.2
Hungary,2019,15.9
Hungary,2020,12.7
Hungary,2021,13.7
Iceland,2010,21.2
Iceland,2011,21.3
Iceland,2012,21.3
Iceland,2013,21.2
Iceland,2019,22.2
Iceland,2020,19.2
Iceland,2021,19.6
Ireland,2010,19.1
Ireland,2011,20.9
Ireland,2012,21.1
Ireland,2013,21.8
Ireland,2014,21.2
Ireland,2015,23.1
Ireland,2016,22.1
Ireland,2017,21
Ireland,2018,22.5
Ireland,2019,22.8
Ireland,2020,18.6
Ireland,2021,17.8
Italy,2010,28.9
Italy,2011,29.2
Italy,2012,28.6
Italy,2013,29.4
Italy,2014,27.7
Italy,2015,27.8
Italy,2016,27.6
Italy,2017,24.3
Italy,2018,24.5
Italy,2019,24.6
Italy,2020,21.2
Italy,2021,19.8
Korea,2010,34.2
Korea,2011,36.9
Korea,2012,37.9
Korea,2013,38.6
Korea,2014,40.5
Korea,2015,39.9
Korea,2016,39
Korea,2017,37.9
Korea,2018,38.7
Korea,2019,34.5
Korea,2020,29.9
Korea,2021,28.3
Luxembourg,2010,29
Luxembourg,2011,29.1
Luxembourg,2012,29
Luxembourg,2013,28.8
Luxembourg,2014,27.1
Luxembourg,2015,27.3
Luxembourg,2016,26.8
Luxembourg,2017,26.3
Luxembourg,2018,25.9
Luxembourg,2019,25.3
Luxembourg,2020,20.2
Luxembourg,2021,20
Netherlands,2010,10.9
Netherlands,2011,11
Netherlands,2012,10.9
Netherlands,2013,10.5
Netherlands,2014,10.3
Netherlands,2015,10.4
Netherlands,2016,10.1
Netherlands,2017,9.8
Netherlands,2018,9.7
Netherlands,2019,9.5
Netherlands,2020,8.5
Netherlands,2021,8.3
New Zealand,2018,30.4
New Zealand,2019,29.9
New Zealand,2020,26
New Zealand,2021,24.7
New Zealand,2022,24.4
Norway,2010,18.2
Norway,2011,19
Norway,2012,19.6
Norway,2013,18.9
Norway,2014,18.7
Norway,2015,18.5
Norway,2016,18.1
Norway,2017,17.7
Norway,2018,17.3
Norway,2019,17.2
Norway,2020,16.2
Norway,2021,16.3
Poland,2014,23.4
Poland,2015,27.5
Poland,2016,28
Poland,2017,29.8
Poland,2018,28.1
Poland,2019,27.5
Poland,2020,23.1
Poland,2021,24
Portugal,2010,24.8
Portugal,2011,25.9
Portugal,2012,25.5
Portugal,2013,23.2
Portugal,2014,23.7
Portugal,2015,24.7
Portugal,2016,26.5
Portugal,2017,25.1
Portugal,2018,24.9
Portugal,2019,26.9
Portugal,2020,22.3
Portugal,2021,22.3
Slovak Republic,2011,22.2
Slovak Republic,2012,20.5
Slovak Republic,2013,24.1
Slovak Republic,2014,22.1
Slovak Republic,2015,27.2
Slovak Republic,2016,26.3
Slovak Republic,2017,21.4
Slovak Republic,2018,23.5
Slovak Republic,2019,20.8
Slovak Republic,2020,16
Slovak Republic,2021,19.2
Spain,2016,28.2
Spain,2017,27.5
Spain,2018,27.1
Spain,2019,24.9
Spain,2020,19.8
Spain,2021,20
Sweden,2010,17.2
Sweden,2011,17.4
Sweden,2012,17.4
Sweden,2013,16.4
Sweden,2014,16.2
Sweden,2015,15.8
Sweden,2016,15.6
Sweden,2017,15
Sweden,2018,14.7
Sweden,2019,14.3
Sweden,2020,12.6
Sweden,2021,12.3
Türkiye,2010,40.8
Türkiye,2011,43.5
Türkiye,2012,43.6
Türkiye,2013,42.6
Türkiye,2014,41
Türkiye,2015,41.9
Türkiye,2016,42.1
Türkiye,2017,37.3
Türkiye,2018,33.3
Türkiye,2019,34.6
Türkiye,2020,27.6
Türkiye,2021,29.6
United Kingdom,2013,20.4
United Kingdom,2018,22.5
United Kingdom,2019,21.9
United Kingdom,2020,19.8
United Kingdom,2021,19.7
Chile,2011,15.1
Chile,2012,19.2
Chile,2013,20
Chile,2014,19.4
Chile,2015,21.5
Chile,2016,19.3
Chile,2017,16.8
Chile,2018,20
Chile,2019,27.3
Chile,2020,26.8
Chile,2021,32.6
Chile,2022,38.8
Estonia,2010,14
Estonia,2011,15.3
Estonia,2012,15.6
Estonia,2013,15.7
Estonia,2014,15.7
Estonia,2015,17.3
Estonia,2016,17.9
Estonia,2017,18.2
Estonia,2018,18.3
Estonia,2019,19
Estonia,2020,16.6
Estonia,2021,16.3
Israel,2012,16.4
Israel,2014,24.9
Israel,2015,27.8
Israel,2016,26.9
Israel,2017,24.1
Israel,2018,20.7
Israel,2019,20.8
Israel,2020,16.7
Israel,2021,16.1
Israel,2022,18.2
Slovenia,2010,14.2
Slovenia,2011,14.3
Slovenia,2012,14.2
Slovenia,2013,14.3
Slovenia,2014,14
Slovenia,2015,14.4
Slovenia,2016,13.9
Slovenia,2017,14
Slovenia,2018,14
Slovenia,2019,13.9
Slovenia,2020,11.3
Slovenia,2021,11.4
Australia,2010,24.1
Australia,2011,24.8
Australia,2012,23.7
Australia,2013,18.5
Australia,2014,18.8
Australia,2015,18.8
Australia,2016,18.3
Australia,2017,17.8
Australia,2018,17.2
Australia,2019,17.6
Australia,2020,14.2
Australia,2021,14.6
Austria,2019,11.6
Austria,2020,8.8
Austria,2021,8.8
Belgium,2010,24.9
Belgium,2011,25.4
Belgium,2012,25.6
Belgium,2013,24.2
Belgium,2014,24
Belgium,2015,24.4
Belgium,2016,24.2
Belgium,2017,22.8
Belgium,2018,22.3
Belgium,2019,21.4
Belgium,2020,16.7
Belgium,2021,17.4
Canada,2010,14
Canada,2011,14.8
Canada,2012,15.4
Canada,2013,15.3
Canada,2014,14.9
Canada,2015,14.8
Canada,2016,16.7
Canada,2017,16.4
Canada,2018,16.1
Canada,2019,13.9
Canada,2020,11.3
Canada,2021,10.4
Canada,2022,10.6
Czechia,2019,16.9
Czechia,2020,13.4
Czechia,2021,13.7
Denmark,2010,17.5
Denmark,2011,18.3
Denmark,2012,17.4
Denmark,2013,17.5
Denmark,2014,17.2
Denmark,2015,17.5
Denmark,2016,17
Denmark,2017,16.2
Denmark,2018,15.6
Denmark,2019,15.3
Denmark,2020,14.3
Denmark,2021,14.4
Finland,2010,19.7
Finland,2011,21.5
Finland,2012,20.6
Finland,2013,19.6
Finland,2014,19.1
Finland,2015,18.1
Finland,2016,17.4
Finland,2017,15.7
Finland,2018,15.4
Finland,2019,14.7
Finland,2020,11.9
Finland,2021,11.3
France,2010,25
France,2011,25.1
France,2012,25.7
France,2013,25.9
France,2014,24.9
France,2015,25.6
France,2016,25.6
France,2017,24.7
France,2018,25.4
France,2019,25.1
France,2020,20.3
France,2021,21.5
Greece,2010,35.6
Greece,2011,33.4
Greece,2012,29.9
Greece,2013,29.8
Greece,2014,31
Greece,2015,33.2
Greece,2016,33.1
Greece,2017,34.2
Greece,2018,34.1
Greece,2019,34.1
Greece,2020,28.1
Greece,2021,23.5
Hungary,2010,14.8
Hungary,2011,14.9
Hungary,2012,14.1
Hungary,2013,14.5
Hungary,2014,15.2
Hungary,2015,15.8
Hungary,2016,14.4
Hungary,2017,14.6
Hungary,2018,14.8
Hungary,2019,14.4
Hungary,2020,11.2
Hungary,2021,12
Iceland,2010,19.8
Iceland,2011,19.8
Iceland,2012,19.7
Iceland,2013,19.4
Iceland,2017,20.7
Iceland,2018,20.4
Iceland,2019,19.3
Iceland,2020,16.5
Iceland,2021,16.8
Ireland,2010,19
Ireland,2011,20.8
Ireland,2012,21
Ireland,2013,21.6
Ireland,2014,21
Ireland,2015,23
Ireland,2016,22
Ireland,2017,21
Ireland,2018,22.4
Ireland,2019,22.8
Ireland,2020,18.6
Ireland,2021,17.8
Italy,2010,24.9
Italy,2011,25.1
Italy,2012,24.6
Italy,2013,25.2
Italy,2014,24.5
Italy,2015,24.5
Italy,2016,24
Italy,2017,20.9
Italy,2018,21.4
Italy,2019,21.7
Italy,2020,18.4
Italy,2021,17.5
Japan,2011,13.4
Japan,2012,14
Japan,2013,13.9
Japan,2014,14
Japan,2015,14.6
Japan,2016,14.5
Japan,2017,13.7
Japan,2018,13.3
Japan,2019,13.1
Japan,2020,10.4
Korea,2010,27.5
Korea,2011,29.1
Korea,2012,29.8
Korea,2013,30.1
Korea,2014,31.7
Korea,2015,31.5
Korea,2016,30.3
Korea,2017,29
Korea,2018,29.8
Korea,2019,26.1
Korea,2020,21
Korea,2021,19.5
Luxembourg,2010,25.1
Luxembourg,2011,25.2
Luxembourg,2012,25
Luxembourg,2013,25
Luxembourg,2014,23.2
Luxembourg,2015,23.5
Luxembourg,2016,22.9
Luxembourg,2017,22.6
Luxembourg,2018,22.1
Luxembourg,2019,21.1
Luxembourg,2020,16.1
Luxembourg,2021,15.9
Netherlands,2010,10.9
Netherlands,2011,11
Netherlands,2012,10.9
Netherlands,2013,10.5
Netherlands,2014,10.3
Netherlands,2015,10.4
Netherlands,2016,10.1
Netherlands,2017,9.8
Netherlands,2018,9.7
Netherlands,2019,9.5
Netherlands,2020,8.5
Netherlands,2021,8.3
New Zealand,2018,28.4
New Zealand,2019,27.7
New Zealand,2020,23.8
New Zealand,2021,22
New Zealand,2022,21.6
Norway,2010,16.8
Norway,2011,17.5
Norway,2012,17.9
Norway,2013,17.2
Norway,2014,16.9
Norway,2015,16.8
Norway,2016,16.2
Norway,2017,15.7
Norway,2018,15.3
Norway,2019,14.9
Norway,2020,13.9
Norway,2021,14
Poland,2014,21.2
Poland,2015,24.1
Poland,2016,22
Poland,2017,25.4
Poland,2018,24.4
Poland,2019,23.7
Poland,2020,18.5
Poland,2021,20.2
Portugal,2010,19.9
Portugal,2011,20.6
Portugal,2012,20.1
Portugal,2013,17.6
Portugal,2014,18
Portugal,2015,18.8
Portugal,2016,19
Portugal,2017,18.3
Portugal,2018,19.1
Portugal,2019,19.3
Portugal,2020,15.2
Portugal,2021,15.3
Slovak Republic,2011,21.4
Slovak Republic,2012,19.7
Slovak Republic,2013,23.2
Slovak Republic,2014,21.2
Slovak Republic,2015,24.2
Slovak Republic,2016,23.6
Slovak Republic,2017,20
Slovak Republic,2018,22
Slovak Republic,2019,19.4
Slovak Republic,2020,14.4
Slovak Republic,2021,16
Spain,2016,27.5
Spain,2017,26.8
Spain,2018,26.3
Spain,2019,24.9
Spain,2020,19.8
Spain,2021,20
Sweden,2010,15.2
Sweden,2011,15.4
Sweden,2012,15.3
Sweden,2013,14.2
Sweden,2014,14
Sweden,2015,13.5
Sweden,2016,13.2
Sweden,2017,12.8
Sweden,2018,12.4
Sweden,2019,11.8
Sweden,2020,10.3
Sweden,2021,10.1
Türkiye,2010,39.7
Türkiye,2011,42.3
Türkiye,2012,42.2
Türkiye,2013,41.1
Türkiye,2014,39.5
Türkiye,2015,40.2
Türkiye,2016,40.2
Türkiye,2017,35.3
Türkiye,2018,31
Türkiye,2019,31.9
Türkiye,2020,24.4
Türkiye,2021,27
United Kingdom,2013,20.5
United Kingdom,2014,20.8
United Kingdom,2015,20.2
United Kingdom,2016,19.7
United Kingdom,2017,19.4
United Kingdom,2018,18.6
United Kingdom,2019,18.2
United Kingdom,2020,16.2
United Kingdom,2021,16.4
Chile,2011,11.4
Chile,2012,17.6
Chile,2013,16.1
Chile,2014,17.4
Chile,2015,18.5
Chile,2016,15.6
Chile,2017,14.9
Chile,2018,16.9
Chile,2019,23.8
Chile,2020,24.7
Chile,2021,30.9
Chile,2022,36.8
Estonia,2010,11.4
Estonia,2011,12.4
Estonia,2012,12.2
Estonia,2013,12
Estonia,2014,11.9
Estonia,2015,12.1
Estonia,2016,12
Estonia,2017,11.6
Estonia,2018,11.8
Estonia,2019,11.8
Estonia,2020,10.5
Estonia,2021,10.1
Israel,2012,15.1
Israel,2014,22.1
Israel,2015,24.9
Israel,2016,23.9
Israel,2017,21.2
Israel,2018,18.9
Israel,2019,19.1
Israel,2020,13.4
Israel,2021,14.5
Israel,2022,16.5
Slovenia,2010,13.4
Slovenia,2011,13.4
Slovenia,2012,13.2
Slovenia,2013,13.3
Slovenia,2014,13.1
Slovenia,2015,13.4
Slovenia,2016,13
Slovenia,2017,13.1
Slovenia,2018,13.2
Slovenia,2019,13
Slovenia,2020,10.2
Slovenia,2021,10.2
Australia,2010,40.2
Australia,2011,61.3
Australia,2012,66.3
Australia,2013,41.4
Australia,2014,42.2
Australia,2015,43.5
Australia,2016,44.7
Australia,2017,46
Australia,2018,48.8
Australia,2019,49.9
Australia,2020,51.2
Australia,2021,52.4
Austria,2010,57.2
Austria,2011,55.7
Austria,2012,56.1
Austria,2013,55
Austria,2014,54.2
Austria,2015,52.3
Austria,2016,51.2
Austria,2017,49.4
Austria,2018,45.4
Austria,2019,44.5
Austria,2020,42.8
Austria,2021,42.6
Belgium,2010,61.4
Belgium,2011,61.7
Belgium,2012,62.8
Belgium,2013,62.8
Belgium,2014,63.6
Belgium,2015,64.1
Belgium,2016,64.3
Belgium,2017,63
Belgium,2018,62.2
Belgium,2019,60.5
Belgium,2020,55.1
Belgium,2021,56.4
Canada,2010,35.5
Canada,2011,34.1
Canada,2012,31.4
Canada,2013,30
Canada,2014,30.9
Canada,2015,27.1
Canada,2016,38.3
Canada,2017,36.9
Canada,2018,35.4
Canada,2019,35.9
Canada,2020,34.8
Canada,2021,35.5
Canada,2022,34.8
Czechia,2010,77.3
Czechia,2011,77.3
Czechia,2012,78.7
Czechia,2013,78.8
Czechia,2014,81.7
Czechia,2015,82
Czechia,2016,82.9
Czechia,2017,82.8
Czechia,2018,84.3
Czechia,2019,83
Czechia,2020,84.9
Czechia,2021,83.9
Denmark,2010,72.3
Denmark,2011,75.2
Denmark,2012,66
Denmark,2013,65.2
Denmark,2014,64.5
Denmark,2015,65.4
Denmark,2016,64.2
Denmark,2017,61.3
Denmark,2018,59.7
Denmark,2019,59.2
Denmark,2020,58.4
Denmark,2021,56.8
Finland,2010,105.8
Finland,2011,103.1
Finland,2012,104.5
Finland,2013,106.7
Finland,2014,103.1
Finland,2015,101.5
Finland,2016,100.7
Finland,2017,100.4
Finland,2018,98.7
Finland,2019,99.4
Finland,2020,101.9
Finland,2021,99.9
France,2010,50.8
France,2011,48.5
France,2012,49.4
France,2013,45.6
France,2014,44.1
France,2015,40
France,2016,38
France,2017,35.8
France,2018,34
France,2019,32.3
France,2020,22.6
France,2021,28
Germany,2010,70.5
Germany,2011,70.5
Germany,2012,71
Germany,2013,71.2
Germany,2014,71.2
Germany,2015,71.1
Germany,2016,70.7
Germany,2017,68.5
Germany,2018,66
Germany,2019,66.2
Germany,2020,64
Germany,2021,65.1
Greece,2013,41.5
Greece,2014,38.1
Greece,2015,38
Greece,2017,38.8
Greece,2018,40
Greece,2019,38.9
Greece,2020,39.1
Greece,2021,44.4
Greece,2022,46.6
Hungary,2010,60
Hungary,2011,58.6
Hungary,2012,57.4
Hungary,2013,58.9
Hungary,2014,61
Hungary,2015,61.6
Hungary,2016,62.4
Hungary,2017,62.3
Hungary,2018,62.4
Hungary,2019,63.2
Hungary,2020,62.4
Hungary,2021,59.1
Hungary,2022,58
Iceland,2010,89.5
Iceland,2011,58.9
Iceland,2012,55.8
Iceland,2013,53
Iceland,2014,51.5
Iceland,2015,52.2
Iceland,2016,53.8
Iceland,2017,54.4
Iceland,2018,52.7
Iceland,2019,52.4
Iceland,2020,57.5
Iceland,2021,61.1
Iceland,2022,59.4
Italy,2011,46.4
Italy,2012,44.7
Italy,2013,44.7
Italy,2014,44.2
Italy,2015,43.1
Italy,2016,42.2
Italy,2017,41.9
Italy,2018,42
Italy,2019,42.7
Italy,2020,41.7
Italy,2021,43.2
Italy,2022,45.2
Korea,2010,56.6
Korea,2011,60.3
Korea,2012,62.9
Korea,2013,65.2
Korea,2014,68.6
Korea,2015,71.5
Korea,2016,67.5
Korea,2017,69.3
Korea,2018,73.2
Korea,2019,78.4
Korea,2020,82.8
Korea,2021,88.2
Luxembourg,2010,76.6
Luxembourg,2011,75.6
Luxembourg,2012,75.5
Luxembourg,2013,77
Luxembourg,2014,77.3
Luxembourg,2015,75
Luxembourg,2016,75.2
Luxembourg,2017,72.1
Luxembourg,2018,70.9
Luxembourg,2019,68.6
Luxembourg,2020,51.1
Luxembourg,2021,50.6
Luxembourg,2022,46.1
Netherlands,2010,39.2
Netherlands,2011,39.5
Netherlands,2012,39.8
Netherlands,2013,41
Netherlands,2014,42.1
Netherlands,2015,42.6
Netherlands,2016,41.9
Netherlands,2017,41.6
Netherlands,2018,40.5
Netherlands,2019,39.4
Netherlands,2020,34.2
Netherlands,2021,33.2
New Zealand,2018,54.9
New Zealand,2019,56.3
New Zealand,2020,55.3
New Zealand,2021,61
New Zealand,2022,61.1
Norway,2010,59.3
Norway,2011,60.5
Norway,2012,62
Norway,2013,62.4
Norway,2014,61.8
Norway,2015,62.7
Norway,2016,62.6
Norway,2017,63.8
Norway,2018,62.5
Norway,2019,63.3
Norway,2020,65
Norway,2021,67.6
Norway,2022,68.7
Portugal,2010,105.5
Portugal,2011,100.3
Portugal,2012,101.1
Portugal,2013,101.2
Portugal,2014,99
Portugal,2015,98.9
Portugal,2016,97.5
Portugal,2017,94
Portugal,2018,94.1
Portugal,2019,93.8
Portugal,2020,84.7
Portugal,2021,83.1
Portugal,2022,88.8
Slovak Republic,2010,140.4
Slovak Republic,2011,138.7
Slovak Republic,2012,131
Slovak Republic,2013,139.6
Slovak Republic,2014,145
Slovak Republic,2015,143.5
Slovak Republic,2016,71.5
Slovak Republic,2017,73
Slovak Republic,2018,73
Slovak Republic,2019,70.9
Slovak Republic,2020,70.3
Slovak Republic,2021,73.7
Spain,2010,87.7
Spain,2011,85.2
Spain,2012,76.6
Spain,2013,70.2
Spain,2014,70.1
Spain,2015,65.5
Spain,2016,64.4
Spain,2017,62.3
Spain,2018,68.4
Spain,2019,70.9
Spain,2020,67.6
Spain,2021,71.2
Spain,2022,77.3
Sweden,2010,67.4
Sweden,2011,67.1
Sweden,2012,67.9
Sweden,2013,66.8
Sweden,2014,65.7
Sweden,2015,67.8
Sweden,2016,70.8
Sweden,2017,71.1
Sweden,2018,70.4
Sweden,2019,72.3
Sweden,2020,68.5
Sweden,2021,70.5
Sweden,2022,73.8
Türkiye,2010,56.1
Türkiye,2011,59.9
Türkiye,2012,63.8
Türkiye,2013,56.2
Türkiye,2014,59.2
Türkiye,2015,61.6
Türkiye,2016,64.7
Türkiye,2017,62
Türkiye,2018,61.6
Türkiye,2019,64.8
Türkiye,2020,58.4
Türkiye,2021,65.1
United Kingdom,2010,50.1
United Kingdom,2011,49.2
United Kingdom,2012,49.3
United Kingdom,2013,49.8
United Kingdom,2014,49.1
United Kingdom,2015,48
United Kingdom,2016,46.1
United Kingdom,2017,43.8
United Kingdom,2018,44
United Kingdom,2019,43.3
United Kingdom,2020,44
United Kingdom,2021,42.8
Chile,2011,22.1
Chile,2012,31.2
Chile,2013,32.4
Chile,2014,36.4
Chile,2015,41.6
Chile,2016,37.5
Chile,2017,34.6
Chile,2018,39
Chile,2019,42.4
Chile,2020,61.6
Chile,2021,73
Chile,2022,75.9
Estonia,2010,59.3
Estonia,2011,62.8
Estonia,2012,69
Estonia,2013,72.6
Estonia,2014,75.3
Estonia,2015,78.2
Estonia,2016,78.5
Estonia,2017,79.8
Estonia,2018,79.9
Estonia,2019,83.6
Estonia,2020,84.2
Estonia,2021,84.9
Estonia,2022,91.7
Israel,2012,22
Israel,2014,27.5
Israel,2015,27.2
Israel,2016,27.6
Israel,2017,28.4
Israel,2018,28
Israel,2019,28.2
Israel,2020,26.3
Israel,2021,27.1
Israel,2022,26.9
Slovenia,2010,61.6
Slovenia,2011,62.3
Slovenia,2012,60
Slovenia,2013,57.8
Slovenia,2014,57.9
Slovenia,2015,61
Slovenia,2016,60.4
Slovenia,2017,61.5
Slovenia,2018,64.3
Slovenia,2019,65.9
Slovenia,2020,63.2
Slovenia,2021,65.8
Slovenia,2022,70.1
Australia,2010,23.9
Australia,2011,22.9
Australia,2012,22.5
Australia,2013,22.7
Australia,2014,22.3
Australia,2015,22
Australia,2016,21.6
Australia,2017,20.8
Australia,2018,20.6
Australia,2019,19.9
Australia,2020,19.5
Australia,2021,18.8
Austria,2010,39.1
Austria,2011,38.8
Austria,2012,38.7
Austria,2013,37.9
Austria,2014,35.9
Austria,2015,34.6
Austria,2016,33.6
Austria,2017,31.8
Austria,2018,27.8
Austria,2019,26.8
Austria,2020,25.5
Austria,2021,25.4
Belgium,2010,38.3
Belgium,2011,39.1
Belgium,2012,39.3
Belgium,2013,37.8
Belgium,2014,37.6
Belgium,2015,37.3
Belgium,2016,37.1
Belgium,2017,35.6
Belgium,2018,34.2
Belgium,2019,33.6
Belgium,2020,28.8
Belgium,2021,29.8
Canada,2010,21.1
Canada,2011,20.5
Canada,2012,18.5
Canada,2013,17.5
Canada,2014,18.7
Canada,2015,15.3
Canada,2016,21
Canada,2017,19.7
Canada,2018,18.4
Canada,2019,17.4
Canada,2020,16
Canada,2021,15.9
Canada,2022,15.3
Czechia,2010,57
Czechia,2011,57.4
Czechia,2012,58.4
Czechia,2013,57.5
Czechia,2014,58.4
Czechia,2015,57.9
Czechia,2016,58.3
Czechia,2017,57.3
Czechia,2018,58.1
Czechia,2019,56
Czechia,2020,58.4
Czechia,2021,56.4
Denmark,2010,53.4
Denmark,2011,54.8
Denmark,2012,44.5
Denmark,2013,42.5
Denmark,2014,40.7
Denmark,2015,40.7
Denmark,2016,38.9
Denmark,2017,36
Denmark,2018,34
Denmark,2019,33.5
Denmark,2020,31.7
Denmark,2021,31.8
Finland,2010,84.4
Finland,2011,86.2
Finland,2012,87.2
Finland,2013,83.1
Finland,2014,81.3
Finland,2015,80
Finland,2016,80.7
Finland,2017,78.8
Finland,2018,79.5
Finland,2019,80.9
Finland,2020,77.6
Finland,2021,78.4
France,2010,50.8
France,2011,48.5
France,2012,49.4
France,2013,45.6
France,2014,44.1
France,2015,40
France,2016,38
France,2017,35.8
France,2018,34
France,2019,32.3
France,2020,22.6
France,2021,28
Germany,2010,39.3
Germany,2011,39.8
Germany,2012,40
Germany,2013,40.6
Germany,2014,40.1
Germany,2015,39.7
Germany,2016,39
Germany,2017,36.8
Germany,2018,36.8
Germany,2019,36.6
Germany,2020,34.8
Germany,2021,35.5
Greece,2013,12
Greece,2014,10.3
Greece,2015,10.1
Greece,2017,9.2
Greece,2018,9
Greece,2019,8.3
Greece,2020,7.8
Greece,2021,8.5
Greece,2022,8.7
Hungary,2010,27.8
Hungary,2011,25.7
Hungary,2012,24.2
Hungary,2013,24.6
Hungary,2014,26.2
Hungary,2015,26.7
Hungary,2016,26.9
Hungary,2017,26.9
Hungary,2018,26.7
Hungary,2019,27.1
Hungary,2020,27
Hungary,2021,26.1
Hungary,2022,25.2
Iceland,2010,75.7
Iceland,2011,45.1
Iceland,2012,42.4
Iceland,2013,39.3
Iceland,2014,38.1
Iceland,2015,38.6
Iceland,2016,39.6
Iceland,2017,39.9
Iceland,2018,38.6
Iceland,2019,39.5
Iceland,2020,41.6
Iceland,2021,44.7
Iceland,2022,44.5
Italy,2011,25.7
Italy,2012,23.9
Italy,2013,23.6
Italy,2014,22.7
Italy,2015,21.2
Italy,2016,19.9
Italy,2017,19.1
Italy,2018,18.5
Italy,2019,18.3
Italy,2020,16.9
Italy,2021,17.8
Italy,2022,19
Korea,2010,37.6
Korea,2011,39.8
Korea,2012,41
Korea,2013,42.6
Korea,2014,46.1
Korea,2015,49
Korea,2016,45.5
Korea,2017,46.5
Korea,2018,49.1
Korea,2019,50.5
Korea,2020,51.4
Korea,2021,52.7
Luxembourg,2010,50.4
Luxembourg,2011,51.1
Luxembourg,2012,50.7
Luxembourg,2013,50.4
Luxembourg,2014,49.6
Luxembourg,2015,48.1
Luxembourg,2016,47.9
Luxembourg,2017,45.1
Luxembourg,2018,44.9
Luxembourg,2019,43.2
Luxembourg,2020,26.5
Luxembourg,2021,26.9
Luxembourg,2022,24.7
Netherlands,2010,22.6
Netherlands,2011,22.8
Netherlands,2012,22.2
Netherlands,2013,21.1
Netherlands,2014,20.6
Netherlands,2015,20.3
Netherlands,2016,19.7
Netherlands,2017,19.3
Netherlands,2018,18.6
Netherlands,2019,18.1
Netherlands,2020,16.9
Netherlands,2021,16.4
New Zealand,2018,33.6
New Zealand,2019,34.3
New Zealand,2020,33.5
New Zealand,2021,36.1
New Zealand,2022,36.3
Norway,2010,45.5
Norway,2011,46.8
Norway,2012,47.6
Norway,2013,47
Norway,2014,46.1
Norway,2015,47.2
Norway,2016,47.5
Norway,2017,48.5
Norway,2018,47.3
Norway,2019,48
Norway,2020,49.1
Norway,2021,51.8
Norway,2022,52.2
Portugal,2010,74
Portugal,2011,70.6
Portugal,2012,71.7
Portugal,2013,73.5
Portugal,2014,73
Portugal,2015,73.9
Portugal,2016,73.4
Portugal,2017,70.8
Portugal,2018,71.8
Portugal,2019,70.8
Portugal,2020,62
Portugal,2021,60.3
Portugal,2022,65.3
Slovak Republic,2010,63.1
Slovak Republic,2011,57.4
Slovak Republic,2012,53.7
Slovak Republic,2013,60.2
Slovak Republic,2014,62.6
Slovak Republic,2015,60.2
Slovak Republic,2016,44.2
Slovak Republic,2017,43
Slovak Republic,2018,42.7
Slovak Republic,2019,39.5
Slovak Republic,2020,38.7
Slovak Republic,2021,41.3
Spain,2010,59.8
Spain,2011,58.5
Spain,2012,52.5
Spain,2013,49.5
Spain,2014,49.7
Spain,2015,45.8
Spain,2016,44.7
Spain,2017,42.4
Spain,2018,42.4
Spain,2019,44.7
Spain,2020,41.7
Spain,2021,45.9
Spain,2022,51
Sweden,2010,54.3
Sweden,2011,54
Sweden,2012,54.9
Sweden,2013,53.6
Sweden,2014,52.3
Sweden,2015,54.2
Sweden,2016,56.8
Sweden,2017,56.4
Sweden,2018,55.1
Sweden,2019,56.4
Sweden,2020,52.2
Sweden,2021,53.8
Sweden,2022,56.5
Türkiye,2010,47.4
Türkiye,2011,51
Türkiye,2012,54.6
Türkiye,2013,47.1
Türkiye,2014,51.1
Türkiye,2015,53.3
Türkiye,2016,55.2
Türkiye,2017,52
Türkiye,2018,51.6
Türkiye,2019,54.4
Türkiye,2020,48.8
Türkiye,2021,53.7
United Kingdom,2010,29.1
United Kingdom,2011,28.2
United Kingdom,2012,27.9
United Kingdom,2013,28.6
United Kingdom,2014,27.9
United Kingdom,2015,27.3
United Kingdom,2016,26
United Kingdom,2017,24
United Kingdom,2018,22.7
United Kingdom,2019,21.8
United Kingdom,2020,20.8
United Kingdom,2021,21.6
Chile,2011,20
Chile,2012,28.7
Chile,2013,30.2
Chile,2014,33.9
Chile,2015,39
Chile,2016,35.6
Chile,2017,32.9
Chile,2018,36.8
Chile,2019,38.7
Chile,2020,56.6
